name,dept,adjustedcount,homepage,scholarid,profile_url
Shiguang Shan,Chinese Academy of Sciences,27.55626,http://vipl.ict.ac.cn/view_people.php?id=12,Vkzd7MIAAAAJ,https://scholar.google.com/citations?user=Vkzd7MIAAAAJ
Daniel E. Koditschek,University of Pennsylvania,27.51785,http://www.seas.upenn.edu/~kod,K_PZFhEAAAAJ,https://scholar.google.com/citations?user=K_PZFhEAAAAJ
Carsten Rother,Heidelberg University,27.51655,https://hci.iwr.uni-heidelberg.de/vislearn/people/carsten-rother,N_YNMIMAAAAJ,https://scholar.google.com/citations?user=N_YNMIMAAAAJ
Tao Xiang 0002,University of Surrey,27.51308,http://www.eecs.qmul.ac.uk/~txiang,MeS5d4gAAAAJ,https://scholar.google.com/citations?user=MeS5d4gAAAAJ
Matthias Hein 0001,University of Tübingen,27.49995,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/lehrstuehle/machine-learning/team/prof-dr-matthias-hein,0ZAb3tsAAAAJ,https://scholar.google.com/citations?user=0ZAb3tsAAAAJ
David Jacobs 0001,University of Maryland - College Park,27.480119,https://www.cs.umd.edu/~djacobs,WH2KmRgAAAAJ,https://scholar.google.com/citations?user=WH2KmRgAAAAJ
Kyunghyun Cho,New York University,27.437005,http://www.kyunghyuncho.me,0RAmmIAAAAAJ,https://scholar.google.com/citations?user=0RAmmIAAAAAJ
Robert D. Kleinberg,Cornell University,27.42888,http://www.cs.cornell.edu/~rdk,zkvW8FQAAAAJ,https://scholar.google.com/citations?user=zkvW8FQAAAAJ
Aaron C. Courville,University of Montreal,27.372559,https://aaroncourville.wordpress.com,km6CP8cAAAAJ,https://scholar.google.com/citations?user=km6CP8cAAAAJ
Stefanie Jegelka,Massachusetts Institute of Technology,27.29771,http://people.csail.mit.edu/stefje,gTWUZlsAAAAJ,https://scholar.google.com/citations?user=gTWUZlsAAAAJ
Junsong Yuan 0001,University at Buffalo,27.288799,https://cse.buffalo.edu/~jsyuan,fJ7seq0AAAAJ,https://scholar.google.com/citations?user=fJ7seq0AAAAJ
Thomas W. Reps,University of Wisconsin - Madison,27.24397,http://pages.cs.wisc.edu/~reps,pwhyTq0AAAAJ,https://scholar.google.com/citations?user=pwhyTq0AAAAJ
Oliver Brock,TU Berlin,27.21905,https://www.robotics.tu-berlin.de/menue/team/oliver_brock/parameter/de,83OxU_4AAAAJ,https://scholar.google.com/citations?user=83OxU_4AAAAJ
Jürgen Schmidhuber,KAUST,27.19832,https://cemse.kaust.edu.sa/people/person/jurgen-schmidhuber,gLnCTgIAAAAJ,https://scholar.google.com/citations?user=gLnCTgIAAAAJ
Tianbao Yang,Texas A&M University,27.19754,http://people.tamu.edu/~tianbao-yang,BCxFU0EAAAAJ,https://scholar.google.com/citations?user=BCxFU0EAAAAJ
Qifeng Chen,HKUST,27.182319,https://cqf.io,lLMX9hcAAAAJ,https://scholar.google.com/citations?user=lLMX9hcAAAAJ
Robert E. Tarjan,Princeton University,27.17774,https://www.cs.princeton.edu/~ret,lazJixIAAAAJ,https://scholar.google.com/citations?user=lazJixIAAAAJ
Horst Bischof,Graz University of Technology,27.10452,https://www.tugraz.at/institute/icg/research/team-bischof/people/team-about/horst-bischof,_pq05Q4AAAAJ,https://scholar.google.com/citations?user=_pq05Q4AAAAJ
